region,year,age_group,sex,population
Antofagasta,2019,0-4,Female,23129.0
Antofagasta,2019,0-4,Male,24148.0
Antofagasta,2019,10-14,Female,22841.0
Antofagasta,2019,10-14,Male,23898.0
Antofagasta,2019,15-19,Female,22763.0
Antofagasta,2019,15-19,Male,23979.0
Antofagasta,2019,20-24,Female,28040.0
Antofagasta,2019,20-24,Male,28704.0
Antofagasta,2019,25-29,Female,31636.0
Antofagasta,2019,25-29,Male,32559.0
Antofagasta,2019,30-34,Female,28678.0
Antofagasta,2019,30-34,Male,29940.0
Antofagasta,2019,35-39,Female,25796.0
Antofagasta,2019,35-39,Male,27066.0
Antofagasta,2019,40-44,Female,24388.0
Antofagasta,2019,40-44,Male,25379.0
Antofagasta,2019,45-49,Female,21598.0
Antofagasta,2019,45-49,Male,22602.0
Antofagasta,2019,5-9,Female,24050.0
Antofagasta,2019,5-9,Male,25216.0
Antofagasta,2019,50-54,Female,18192.0
Antofagasta,2019,50-54,Male,18983.0
Antofagasta,2019,55-59,Female,17165.0
Antofagasta,2019,55-59,Male,17300.0
Antofagasta,2019,60-64,Female,14158.0
Antofagasta,2019,60-64,Male,14050.0
Antofagasta,2019,65-69,Female,10889.0
Antofagasta,2019,65-69,Male,10286.0
Antofagasta,2019,70-74,Female,6942.0
Antofagasta,2019,70-74,Male,5714.0
Antofagasta,2019,75-79,Female,4782.0
Antofagasta,2019,75-79,Male,3340.0
Antofagasta,2019,80+,Female,6849.0
Antofagasta,2019,80+,Male,3503.0
Antofagasta,2020,0-4,Female,23004.0
Antofagasta,2020,0-4,Male,24114.0
Antofagasta,2020,10-14,Female,23800.0
Antofagasta,2020,10-14,Male,25058.0
Antofagasta,2020,15-19,Female,23003.0
Antofagasta,2020,15-19,Male,24379.0
Antofagasta,2020,20-24,Female,28758.0
Antofagasta,2020,20-24,Male,29399.0
Antofagasta,2020,25-29,Female,33238.0
Antofagasta,2020,25-29,Male,34078.0
Antofagasta,2020,30-34,Female,30825.0
Antofagasta,2020,30-34,Male,31909.0
Antofagasta,2020,35-39,Female,27133.0
Antofagasta,2020,35-39,Male,28250.0
Antofagasta,2020,40-44,Female,25173.0
Antofagasta,2020,40-44,Male,26053.0
Antofagasta,2020,45-49,Female,22860.0
Antofagasta,2020,45-49,Male,23754.0
Antofagasta,2020,5-9,Female,24443.0
Antofagasta,2020,5-9,Male,25761.0
Antofagasta,2020,50-54,Female,18667.0
Antofagasta,2020,50-54,Male,19463.0
Antofagasta,2020,55-59,Female,17532.0
Antofagasta,2020,55-59,Male,17692.0
Antofagasta,2020,60-64,Female,14465.0
Antofagasta,2020,60-64,Male,14304.0
Antofagasta,2020,65-69,Female,11517.0
Antofagasta,2020,65-69,Male,10893.0
Antofagasta,2020,70-74,Female,7315.0
Antofagasta,2020,70-74,Male,6104.0
Antofagasta,2020,75-79,Female,4905.0
Antofagasta,2020,75-79,Male,3429.0
Antofagasta,2020,80+,Female,7006.0
Antofagasta,2020,80+,Male,3570.0
Antofagasta,2021,0-4,Female,22952.0
Antofagasta,2021,0-4,Male,24067.0
Antofagasta,2021,10-14,Female,24322.0
Antofagasta,2021,10-14,Male,25697.0
Antofagasta,2021,15-19,Female,22839.0
Antofagasta,2021,15-19,Male,24344.0
Antofagasta,2021,20-24,Female,28277.0
Antofagasta,2021,20-24,Male,29017.0
Antofagasta,2021,25-29,Female,33642.0
Antofagasta,2021,25-29,Male,34426.0
Antofagasta,2021,30-34,Female,32309.0
Antofagasta,2021,30-34,Male,33258.0
Antofagasta,2021,35-39,Female,27969.0
Antofagasta,2021,35-39,Male,28970.0
Antofagasta,2021,40-44,Female,25646.0
Antofagasta,2021,40-44,Male,26477.0
Antofagasta,2021,45-49,Female,23739.0
Antofagasta,2021,45-49,Male,24522.0
Antofagasta,2021,5-9,Female,24295.0
Antofagasta,2021,5-9,Male,25681.0
Antofagasta,2021,50-54,Female,19233.0
Antofagasta,2021,50-54,Male,20015.0
Antofagasta,2021,55-59,Female,17634.0
Antofagasta,2021,55-59,Male,17851.0
Antofagasta,2021,60-64,Female,14826.0
Antofagasta,2021,60-64,Male,14605.0
Antofagasta,2021,65-69,Female,11953.0
Antofagasta,2021,65-69,Male,11350.0
Antofagasta,2021,70-74,Female,7846.0
Antofagasta,2021,70-74,Male,6610.0
Antofagasta,2021,75-79,Female,5050.0
Antofagasta,2021,75-79,Male,3547.0
Antofagasta,2021,80+,Female,7157.0
Antofagasta,2021,80+,Male,3620.0
Antofagasta,2022,0-4,Female,23252.0
Antofagasta,2022,0-4,Male,24352.0
Antofagasta,2022,10-14,Female,24349.0
Antofagasta,2022,10-14,Male,25789.0
Antofagasta,2022,15-19,Female,22761.0
Antofagasta,2022,15-19,Male,24366.0
Antofagasta,2022,20-24,Female,27231.0
Antofagasta,2022,20-24,Male,28147.0
Antofagasta,2022,25-29,Female,33301.0
Antofagasta,2022,25-29,Male,34045.0
Antofagasta,2022,30-34,Female,33257.0
Antofagasta,2022,30-34,Male,34113.0
Antofagasta,2022,35-39,Female,28637.0
Antofagasta,2022,35-39,Male,29535.0
Antofagasta,2022,40-44,Female,26030.0
Antofagasta,2022,40-44,Male,26851.0
Antofagasta,2022,45-49,Female,24351.0
Antofagasta,2022,45-49,Male,25028.0
Antofagasta,2022,5-9,Female,23604.0
Antofagasta,2022,5-9,Male,24995.0
Antofagasta,2022,50-54,Female,19890.0
Antofagasta,2022,50-54,Male,20640.0
Antofagasta,2022,55-59,Female,17572.0
Antofagasta,2022,55-59,Male,17865.0
Antofagasta,2022,60-64,Female,15235.0
Antofagasta,2022,60-64,Male,14960.0
Antofagasta,2022,65-69,Female,12310.0
Antofagasta,2022,65-69,Male,11692.0
Antofagasta,2022,70-74,Female,8402.0
Antofagasta,2022,70-74,Male,7151.0
Antofagasta,2022,75-79,Female,5249.0
Antofagasta,2022,75-79,Male,3727.0
Antofagasta,2022,80+,Female,7293.0
Antofagasta,2022,80+,Male,3657.0
Antofagasta,2023,0-4,Female,23582.0
Antofagasta,2023,0-4,Male,24657.0
Antofagasta,2023,10-14,Female,24207.0
Antofagasta,2023,10-14,Male,25704.0
Antofagasta,2023,15-19,Female,22922.0
Antofagasta,2023,15-19,Male,24597.0
Antofagasta,2023,20-24,Female,26136.0
Antofagasta,2023,20-24,Male,27269.0
Antofagasta,2023,25-29,Female,32640.0
Antofagasta,2023,25-29,Male,33355.0
Antofagasta,2023,30-34,Female,33860.0
Antofagasta,2023,30-34,Male,34632.0
Antofagasta,2023,35-39,Female,29387.0
Antofagasta,2023,35-39,Male,30211.0
Antofagasta,2023,40-44,Female,26470.0
Antofagasta,2023,40-44,Male,27256.0
Antofagasta,2023,45-49,Female,24749.0
Antofagasta,2023,45-49,Male,25350.0
Antofagasta,2023,5-9,Female,22793.0
Antofagasta,2023,5-9,Male,24167.0
Antofagasta,2023,50-54,Female,20662.0
Antofagasta,2023,50-54,Male,21365.0
Antofagasta,2023,55-59,Female,17501.0
Antofagasta,2023,55-59,Male,17854.0
Antofagasta,2023,60-64,Female,15681.0
Antofagasta,2023,60-64,Male,15375.0
Antofagasta,2023,65-69,Female,12584.0
Antofagasta,2023,65-69,Male,11923.0
Antofagasta,2023,70-74,Female,8978.0
Antofagasta,2023,70-74,Male,7729.0
Antofagasta,2023,75-79,Female,5484.0
Antofagasta,2023,75-79,Male,3938.0
Antofagasta,2023,80+,Female,7434.0
Antofagasta,2023,80+,Male,3690.0
Antofagasta,2024,0-4,Female,23805.0
Antofagasta,2024,0-4,Male,24825.0
Antofagasta,2024,10-14,Female,23925.0
Antofagasta,2024,10-14,Male,25468.0
Antofagasta,2024,15-19,Female,23275.0
Antofagasta,2024,15-19,Male,25016.0
Antofagasta,2024,20-24,Female,25141.0
Antofagasta,2024,20-24,Male,26471.0
Antofagasta,2024,25-29,Female,31703.0
Antofagasta,2024,25-29,Male,32427.0
Antofagasta,2024,30-34,Female,34196.0
Antofagasta,2024,30-34,Male,34918.0
Antofagasta,2024,35-39,Female,30287.0
Antofagasta,2024,35-39,Male,31022.0
Antofagasta,2024,40-44,Female,26950.0
Antofagasta,2024,40-44,Male,27686.0
Antofagasta,2024,45-49,Female,24971.0
Antofagasta,2024,45-49,Male,25508.0
Antofagasta,2024,5-9,Female,22098.0
Antofagasta,2024,5-9,Male,23470.0
Antofagasta,2024,50-54,Female,21541.0
Antofagasta,2024,50-54,Male,22180.0
Antofagasta,2024,55-59,Female,17549.0
Antofagasta,2024,55-59,Male,17945.0
Antofagasta,2024,60-64,Female,16060.0
Antofagasta,2024,60-64,Male,15751.0
Antofagasta,2024,65-69,Female,12829.0
Antofagasta,2024,65-69,Male,12115.0
Antofagasta,2024,70-74,Female,9587.0
Antofagasta,2024,70-74,Male,8326.0
Antofagasta,2024,75-79,Female,5722.0
Antofagasta,2024,75-79,Male,4150.0
Antofagasta,2024,80+,Female,7584.0
Antofagasta,2024,80+,Male,3731.0
Arica y Parinacota,2019,0-4,Female,8043.0
Arica y Parinacota,2019,0-4,Male,8402.0
Arica y Parinacota,2019,10-14,Female,8364.0
Arica y Parinacota,2019,10-14,Male,8836.0
Arica y Parinacota,2019,15-19,Female,8437.0
Arica y Parinacota,2019,15-19,Male,9645.0
Arica y Parinacota,2019,20-24,Female,9228.0
Arica y Parinacota,2019,20-24,Male,10576.0
Arica y Parinacota,2019,25-29,Female,9643.0
Arica y Parinacota,2019,25-29,Male,10747.0
Arica y Parinacota,2019,30-34,Female,9381.0
Arica y Parinacota,2019,30-34,Male,10213.0
Arica y Parinacota,2019,35-39,Female,8768.0
Arica y Parinacota,2019,35-39,Male,9088.0
Arica y Parinacota,2019,40-44,Female,8032.0
Arica y Parinacota,2019,40-44,Male,8197.0
Arica y Parinacota,2019,45-49,Female,7952.0
Arica y Parinacota,2019,45-49,Male,8045.0
Arica y Parinacota,2019,5-9,Female,9079.0
Arica y Parinacota,2019,5-9,Male,9467.0
Arica y Parinacota,2019,50-54,Female,7281.0
Arica y Parinacota,2019,50-54,Male,6952.0
Arica y Parinacota,2019,55-59,Female,7044.0
Arica y Parinacota,2019,55-59,Male,6292.0
Arica y Parinacota,2019,60-64,Female,6042.0
Arica y Parinacota,2019,60-64,Male,5484.0
Arica y Parinacota,2019,65-69,Female,5150.0
Arica y Parinacota,2019,65-69,Male,4566.0
Arica y Parinacota,2019,70-74,Female,3906.0
Arica y Parinacota,2019,70-74,Male,3173.0
Arica y Parinacota,2019,75-79,Female,2858.0
Arica y Parinacota,2019,75-79,Male,2089.0
Arica y Parinacota,2019,80+,Female,3761.0
Arica y Parinacota,2019,80+,Male,2295.0
Arica y Parinacota,2020,0-4,Female,7892.0
Arica y Parinacota,2020,0-4,Male,8248.0
Arica y Parinacota,2020,10-14,Female,8634.0
Arica y Parinacota,2020,10-14,Male,9121.0
Arica y Parinacota,2020,15-19,Female,8450.0
Arica y Parinacota,2020,15-19,Male,9697.0
Arica y Parinacota,2020,20-24,Female,9390.0
Arica y Parinacota,2020,20-24,Male,10865.0
Arica y Parinacota,2020,25-29,Female,9792.0
Arica y Parinacota,2020,25-29,Male,10876.0
Arica y Parinacota,2020,30-34,Female,9737.0
Arica y Parinacota,2020,30-34,Male,10587.0
Arica y Parinacota,2020,35-39,Female,9033.0
Arica y Parinacota,2020,35-39,Male,9423.0
Arica y Parinacota,2020,40-44,Female,8167.0
Arica y Parinacota,2020,40-44,Male,8365.0
Arica y Parinacota,2020,45-49,Female,8079.0
Arica y Parinacota,2020,45-49,Male,8226.0
Arica y Parinacota,2020,5-9,Female,9140.0
Arica y Parinacota,2020,5-9,Male,9509.0
Arica y Parinacota,2020,50-54,Female,7352.0
Arica y Parinacota,2020,50-54,Male,7139.0
Arica y Parinacota,2020,55-59,Female,7189.0
Arica y Parinacota,2020,55-59,Male,6465.0
Arica y Parinacota,2020,60-64,Female,6175.0
Arica y Parinacota,2020,60-64,Male,5557.0
Arica y Parinacota,2020,65-69,Female,5350.0
Arica y Parinacota,2020,65-69,Male,4756.0
Arica y Parinacota,2020,70-74,Female,4035.0
Arica y Parinacota,2020,70-74,Male,3302.0
Arica y Parinacota,2020,75-79,Female,3012.0
Arica y Parinacota,2020,75-79,Male,2214.0
Arica y Parinacota,2020,80+,Female,3939.0
Arica y Parinacota,2020,80+,Male,2394.0
Arica y Parinacota,2021,0-4,Female,7823.0
Arica y Parinacota,2021,0-4,Male,8160.0
Arica y Parinacota,2021,10-14,Female,8936.0
Arica y Parinacota,2021,10-14,Male,9421.0
Arica y Parinacota,2021,15-19,Female,8392.0
Arica y Parinacota,2021,15-19,Male,9650.0
Arica y Parinacota,2021,20-24,Female,9315.0
Arica y Parinacota,2021,20-24,Male,10970.0
Arica y Parinacota,2021,25-29,Female,9800.0
Arica y Parinacota,2021,25-29,Male,10870.0
Arica y Parinacota,2021,30-34,Female,9963.0
Arica y Parinacota,2021,30-34,Male,10824.0
Arica y Parinacota,2021,35-39,Female,9199.0
Arica y Parinacota,2021,35-39,Male,9673.0
Arica y Parinacota,2021,40-44,Female,8330.0
Arica y Parinacota,2021,40-44,Male,8573.0
Arica y Parinacota,2021,45-49,Female,8119.0
Arica y Parinacota,2021,45-49,Male,8298.0
Arica y Parinacota,2021,5-9,Female,8946.0
Arica y Parinacota,2021,5-9,Male,9297.0
Arica y Parinacota,2021,50-54,Female,7468.0
Arica y Parinacota,2021,50-54,Male,7355.0
Arica y Parinacota,2021,55-59,Female,7263.0
Arica y Parinacota,2021,55-59,Male,6592.0
Arica y Parinacota,2021,60-64,Female,6328.0
Arica y Parinacota,2021,60-64,Male,5642.0
Arica y Parinacota,2021,65-69,Female,5479.0
Arica y Parinacota,2021,65-69,Male,4875.0
Arica y Parinacota,2021,70-74,Female,4228.0
Arica y Parinacota,2021,70-74,Male,3479.0
Arica y Parinacota,2021,75-79,Female,3163.0
Arica y Parinacota,2021,75-79,Male,2340.0
Arica y Parinacota,2021,80+,Female,4117.0
Arica y Parinacota,2021,80+,Male,2492.0
Arica y Parinacota,2022,0-4,Female,7787.0
Arica y Parinacota,2022,0-4,Male,8100.0
Arica y Parinacota,2022,10-14,Female,9171.0
Arica y Parinacota,2022,10-14,Male,9635.0
Arica y Parinacota,2022,15-19,Female,8309.0
Arica y Parinacota,2022,15-19,Male,9547.0
Arica y Parinacota,2022,20-24,Female,9102.0
Arica y Parinacota,2022,20-24,Male,10981.0
Arica y Parinacota,2022,25-29,Female,9747.0
Arica y Parinacota,2022,25-29,Male,10810.0
Arica y Parinacota,2022,30-34,Female,10048.0
Arica y Parinacota,2022,30-34,Male,10906.0
Arica y Parinacota,2022,35-39,Female,9333.0
Arica y Parinacota,2022,35-39,Male,9909.0
Arica y Parinacota,2022,40-44,Female,8539.0
Arica y Parinacota,2022,40-44,Male,8828.0
Arica y Parinacota,2022,45-49,Female,8112.0
Arica y Parinacota,2022,45-49,Male,8306.0
Arica y Parinacota,2022,5-9,Female,8730.0
Arica y Parinacota,2022,5-9,Male,9080.0
Arica y Parinacota,2022,50-54,Female,7615.0
Arica y Parinacota,2022,50-54,Male,7590.0
Arica y Parinacota,2022,55-59,Female,7273.0
Arica y Parinacota,2022,55-59,Male,6684.0
Arica y Parinacota,2022,60-64,Female,6503.0
Arica y Parinacota,2022,60-64,Male,5748.0
Arica y Parinacota,2022,65-69,Female,5595.0
Arica y Parinacota,2022,65-69,Male,4969.0
Arica y Parinacota,2022,70-74,Female,4418.0
Arica y Parinacota,2022,70-74,Male,3663.0
Arica y Parinacota,2022,75-79,Female,3304.0
Arica y Parinacota,2022,75-79,Male,2457.0
Arica y Parinacota,2022,80+,Female,4315.0
Arica y Parinacota,2022,80+,Male,2608.0
Arica y Parinacota,2023,0-4,Female,7796.0
Arica y Parinacota,2023,0-4,Male,8089.0
Arica y Parinacota,2023,10-14,Female,9236.0
Arica y Parinacota,2023,10-14,Male,9654.0
Arica y Parinacota,2023,15-19,Female,8357.0
Arica y Parinacota,2023,15-19,Male,9618.0
Arica y Parinacota,2023,20-24,Female,8890.0
Arica y Parinacota,2023,20-24,Male,10860.0
Arica y Parinacota,2023,25-29,Female,9691.0
Arica y Parinacota,2023,25-29,Male,10834.0
Arica y Parinacota,2023,30-34,Female,10024.0
Arica y Parinacota,2023,30-34,Male,10879.0
Arica y Parinacota,2023,35-39,Female,9477.0
Arica y Parinacota,2023,35-39,Male,10157.0
Arica y Parinacota,2023,40-44,Female,8760.0
Arica y Parinacota,2023,40-44,Male,9111.0
Arica y Parinacota,2023,45-49,Female,8094.0
Arica y Parinacota,2023,45-49,Male,8295.0
Arica y Parinacota,2023,5-9,Female,8494.0
Arica y Parinacota,2023,5-9,Male,8846.0
Arica y Parinacota,2023,50-54,Female,7791.0
Arica y Parinacota,2023,50-54,Male,7836.0
Arica y Parinacota,2023,55-59,Female,7213.0
Arica y Parinacota,2023,55-59,Male,6731.0
Arica y Parinacota,2023,60-64,Female,6710.0
Arica y Parinacota,2023,60-64,Male,5900.0
Arica y Parinacota,2023,65-69,Female,5699.0
Arica y Parinacota,2023,65-69,Male,5033.0
Arica y Parinacota,2023,70-74,Female,4611.0
Arica y Parinacota,2023,70-74,Male,3853.0
Arica y Parinacota,2023,75-79,Female,3428.0
Arica y Parinacota,2023,75-79,Male,2560.0
Arica y Parinacota,2023,80+,Female,4532.0
Arica y Parinacota,2023,80+,Male,2743.0
Arica y Parinacota,2024,0-4,Female,7799.0
Arica y Parinacota,2024,0-4,Male,8082.0
Arica y Parinacota,2024,10-14,Female,9242.0
Arica y Parinacota,2024,10-14,Male,9614.0
Arica y Parinacota,2024,15-19,Female,8477.0
Arica y Parinacota,2024,15-19,Male,9765.0
Arica y Parinacota,2024,20-24,Female,8714.0
Arica y Parinacota,2024,20-24,Male,10752.0
Arica y Parinacota,2024,25-29,Female,9598.0
Arica y Parinacota,2024,25-29,Male,10849.0
Arica y Parinacota,2024,30-34,Female,9942.0
Arica y Parinacota,2024,30-34,Male,10799.0
Arica y Parinacota,2024,35-39,Female,9663.0
Arica y Parinacota,2024,35-39,Male,10425.0
Arica y Parinacota,2024,40-44,Female,8943.0
Arica y Parinacota,2024,40-44,Male,9362.0
Arica y Parinacota,2024,45-49,Female,8109.0
Arica y Parinacota,2024,45-49,Male,8317.0
Arica y Parinacota,2024,5-9,Female,8232.0
Arica y Parinacota,2024,5-9,Male,8574.0
Arica y Parinacota,2024,50-54,Female,7934.0
Arica y Parinacota,2024,50-54,Male,8035.0
Arica y Parinacota,2024,55-59,Female,7197.0
Arica y Parinacota,2024,55-59,Male,6825.0
Arica y Parinacota,2024,60-64,Female,6888.0
Arica y Parinacota,2024,60-64,Male,6050.0
Arica y Parinacota,2024,65-69,Female,5802.0
Arica y Parinacota,2024,65-69,Male,5089.0
Arica y Parinacota,2024,70-74,Female,4820.0
Arica y Parinacota,2024,70-74,Male,4047.0
Arica y Parinacota,2024,75-79,Female,3517.0
Arica y Parinacota,2024,75-79,Male,2642.0
Arica y Parinacota,2024,80+,Female,4777.0
Arica y Parinacota,2024,80+,Male,2898.0
Atacama,2019,0-4,Female,10755.0
Atacama,2019,0-4,Male,11174.0
Atacama,2019,10-14,Female,11369.0
Atacama,2019,10-14,Male,11844.0
Atacama,2019,15-19,Female,10076.0
Atacama,2019,15-19,Male,10888.0
Atacama,2019,20-24,Female,10431.0
Atacama,2019,20-24,Male,11081.0
Atacama,2019,25-29,Female,12581.0
Atacama,2019,25-29,Male,13073.0
Atacama,2019,30-34,Female,12169.0
Atacama,2019,30-34,Male,12750.0
Atacama,2019,35-39,Female,10764.0
Atacama,2019,35-39,Male,11435.0
Atacama,2019,40-44,Female,9847.0
Atacama,2019,40-44,Male,10755.0
Atacama,2019,45-49,Female,9430.0
Atacama,2019,45-49,Male,10058.0
Atacama,2019,5-9,Female,12465.0
Atacama,2019,5-9,Male,12911.0
Atacama,2019,50-54,Female,9613.0
Atacama,2019,50-54,Male,9832.0
Atacama,2019,55-59,Female,9148.0
Atacama,2019,55-59,Male,9078.0
Atacama,2019,60-64,Female,7751.0
Atacama,2019,60-64,Male,7635.0
Atacama,2019,65-69,Female,6022.0
Atacama,2019,65-69,Male,5737.0
Atacama,2019,70-74,Female,4187.0
Atacama,2019,70-74,Male,3727.0
Atacama,2019,75-79,Female,3054.0
Atacama,2019,75-79,Male,2516.0
Atacama,2019,80+,Female,4362.0
Atacama,2019,80+,Male,2789.0
Atacama,2020,0-4,Female,10478.0
Atacama,2020,0-4,Male,10893.0
Atacama,2020,10-14,Female,11845.0
Atacama,2020,10-14,Male,12350.0
Atacama,2020,15-19,Female,9903.0
Atacama,2020,15-19,Male,10711.0
Atacama,2020,20-24,Female,10347.0
Atacama,2020,20-24,Male,11003.0
Atacama,2020,25-29,Female,12557.0
Atacama,2020,25-29,Male,13001.0
Atacama,2020,30-34,Female,12690.0
Atacama,2020,30-34,Male,13281.0
Atacama,2020,35-39,Female,11021.0
Atacama,2020,35-39,Male,11649.0
Atacama,2020,40-44,Female,9966.0
Atacama,2020,40-44,Male,10846.0
Atacama,2020,45-49,Female,9417.0
Atacama,2020,45-49,Male,10120.0
Atacama,2020,5-9,Female,12315.0
Atacama,2020,5-9,Male,12759.0
Atacama,2020,50-54,Female,9565.0
Atacama,2020,50-54,Male,9853.0
Atacama,2020,55-59,Female,9308.0
Atacama,2020,55-59,Male,9243.0
Atacama,2020,60-64,Female,7947.0
Atacama,2020,60-64,Male,7804.0
Atacama,2020,65-69,Female,6384.0
Atacama,2020,65-69,Male,6083.0
Atacama,2020,70-74,Female,4367.0
Atacama,2020,70-74,Male,3904.0
Atacama,2020,75-79,Female,3151.0
Atacama,2020,75-79,Male,2570.0
Atacama,2020,80+,Female,4509.0
Atacama,2020,80+,Male,2869.0
Atacama,2021,0-4,Female,10220.0
Atacama,2021,0-4,Male,10630.0
Atacama,2021,10-14,Female,12228.0
Atacama,2021,10-14,Male,12750.0
Atacama,2021,15-19,Female,9745.0
Atacama,2021,15-19,Male,10542.0
Atacama,2021,20-24,Female,10179.0
Atacama,2021,20-24,Male,10869.0
Atacama,2021,25-29,Female,12316.0
Atacama,2021,25-29,Male,12722.0
Atacama,2021,30-34,Female,13085.0
Atacama,2021,30-34,Male,13689.0
Atacama,2021,35-39,Female,11255.0
Atacama,2021,35-39,Male,11854.0
Atacama,2021,40-44,Female,10085.0
Atacama,2021,40-44,Male,10923.0
Atacama,2021,45-49,Female,9453.0
Atacama,2021,45-49,Male,10200.0
Atacama,2021,5-9,Female,12038.0
Atacama,2021,5-9,Male,12480.0
Atacama,2021,50-54,Female,9463.0
Atacama,2021,50-54,Male,9818.0
Atacama,2021,55-59,Female,9398.0
Atacama,2021,55-59,Male,9351.0
Atacama,2021,60-64,Female,8156.0
Atacama,2021,60-64,Male,7971.0
Atacama,2021,65-69,Female,6665.0
Atacama,2021,65-69,Male,6372.0
Atacama,2021,70-74,Female,4624.0
Atacama,2021,70-74,Male,4137.0
Atacama,2021,75-79,Female,3277.0
Atacama,2021,75-79,Male,2646.0
Atacama,2021,80+,Female,4653.0
Atacama,2021,80+,Male,2943.0
Atacama,2022,0-4,Female,10120.0
Atacama,2022,0-4,Male,10523.0
Atacama,2022,10-14,Female,12400.0
Atacama,2022,10-14,Male,12923.0
Atacama,2022,15-19,Female,9746.0
Atacama,2022,15-19,Male,10526.0
Atacama,2022,20-24,Female,9945.0
Atacama,2022,20-24,Male,10684.0
Atacama,2022,25-29,Female,11966.0
Atacama,2022,25-29,Male,12359.0
Atacama,2022,30-34,Female,13287.0
Atacama,2022,30-34,Male,13886.0
Atacama,2022,35-39,Female,11508.0
Atacama,2022,35-39,Male,12112.0
Atacama,2022,40-44,Female,10245.0
Atacama,2022,40-44,Male,11020.0
Atacama,2022,45-49,Female,9496.0
Atacama,2022,45-49,Male,10274.0
Atacama,2022,5-9,Female,11638.0
Atacama,2022,5-9,Male,12080.0
Atacama,2022,50-54,Female,9349.0
Atacama,2022,50-54,Male,9750.0
Atacama,2022,55-59,Female,9402.0
Atacama,2022,55-59,Male,9387.0
Atacama,2022,60-64,Female,8388.0
Atacama,2022,60-64,Male,8173.0
Atacama,2022,65-69,Female,6912.0
Atacama,2022,65-69,Male,6613.0
Atacama,2022,70-74,Female,4911.0
Atacama,2022,70-74,Male,4399.0
Atacama,2022,75-79,Female,3428.0
Atacama,2022,75-79,Male,2753.0
Atacama,2022,80+,Female,4795.0
Atacama,2022,80+,Male,3006.0
Atacama,2023,0-4,Female,10082.0
Atacama,2023,0-4,Male,10484.0
Atacama,2023,10-14,Female,12406.0
Atacama,2023,10-14,Male,12922.0
Atacama,2023,15-19,Female,9922.0
Atacama,2023,15-19,Male,10714.0
Atacama,2023,20-24,Female,9642.0
Atacama,2023,20-24,Male,10397.0
Atacama,2023,25-29,Female,11584.0
Atacama,2023,25-29,Male,11977.0
Atacama,2023,30-34,Female,13294.0
Atacama,2023,30-34,Male,13869.0
Atacama,2023,35-39,Female,11876.0
Atacama,2023,35-39,Male,12517.0
Atacama,2023,40-44,Female,10419.0
Atacama,2023,40-44,Male,11121.0
Atacama,2023,45-49,Female,9537.0
Atacama,2023,45-49,Male,10324.0
Atacama,2023,5-9,Female,11251.0
Atacama,2023,5-9,Male,11688.0
Atacama,2023,50-54,Female,9234.0
Atacama,2023,50-54,Male,9682.0
Atacama,2023,55-59,Female,9383.0
Atacama,2023,55-59,Male,9412.0
Atacama,2023,60-64,Female,8610.0
Atacama,2023,60-64,Male,8370.0
Atacama,2023,65-69,Female,7128.0
Atacama,2023,65-69,Male,6811.0
Atacama,2023,70-74,Female,5224.0
Atacama,2023,70-74,Male,4687.0
Atacama,2023,75-79,Female,3589.0
Atacama,2023,75-79,Male,2878.0
Atacama,2023,80+,Female,4945.0
Atacama,2023,80+,Male,3069.0
Atacama,2024,0-4,Female,10041.0
Atacama,2024,0-4,Male,10437.0
Atacama,2024,10-14,Female,12338.0
Atacama,2024,10-14,Male,12851.0
Atacama,2024,15-19,Female,10281.0
Atacama,2024,15-19,Male,11077.0
Atacama,2024,20-24,Female,9306.0
Atacama,2024,20-24,Male,10062.0
Atacama,2024,25-29,Female,11222.0
Atacama,2024,25-29,Male,11637.0
Atacama,2024,30-34,Female,13163.0
Atacama,2024,30-34,Male,13719.0
Atacama,2024,35-39,Female,12297.0
Atacama,2024,35-39,Male,12978.0
Atacama,2024,40-44,Female,10589.0
Atacama,2024,40-44,Male,11214.0
Atacama,2024,45-49,Female,9576.0
Atacama,2024,45-49,Male,10356.0
Atacama,2024,5-9,Female,10820.0
Atacama,2024,5-9,Male,11255.0
Atacama,2024,50-54,Female,9152.0
Atacama,2024,50-54,Male,9657.0
Atacama,2024,55-59,Female,9330.0
Atacama,2024,55-59,Male,9410.0
Atacama,2024,60-64,Female,8803.0
Atacama,2024,60-64,Male,8554.0
Atacama,2024,65-69,Female,7328.0
Atacama,2024,65-69,Male,6976.0
Atacama,2024,70-74,Female,5565.0
Atacama,2024,70-74,Male,5000.0
Atacama,2024,75-79,Female,3743.0
Atacama,2024,75-79,Male,3005.0
Atacama,2024,80+,Female,5107.0
Atacama,2024,80+,Male,3143.0
Aysén,2019,0-4,Female,3485.0
Aysén,2019,0-4,Male,3612.0
Aysén,2019,10-14,Female,4054.0
Aysén,2019,10-14,Male,4335.0
Aysén,2019,15-19,Female,3328.0
Aysén,2019,15-19,Male,3824.0
Aysén,2019,20-24,Female,2755.0
Aysén,2019,20-24,Male,2995.0
Aysén,2019,25-29,Female,4253.0
Aysén,2019,25-29,Male,4110.0
Aysén,2019,30-34,Female,4517.0
Aysén,2019,30-34,Male,4407.0
Aysén,2019,35-39,Female,4191.0
Aysén,2019,35-39,Male,4167.0
Aysén,2019,40-44,Female,3996.0
Aysén,2019,40-44,Male,4148.0
Aysén,2019,45-49,Female,3604.0
