region,year,age_group,sex,population
Magallanes,2023,70-74,Male,3210.0
Magallanes,2023,75-79,Female,2251.0
Magallanes,2023,75-79,Male,2009.0
Magallanes,2023,80+,Female,3296.0
Magallanes,2023,80+,Male,2198.0
Magallanes,2024,0-4,Female,4790.0
Magallanes,2024,0-4,Male,4960.0
Magallanes,2024,10-14,Female,5413.0
Magallanes,2024,10-14,Male,5677.0
Magallanes,2024,15-19,Female,5167.0
Magallanes,2024,15-19,Male,6111.0
Magallanes,2024,20-24,Female,5177.0
Magallanes,2024,20-24,Male,6093.0
Magallanes,2024,25-29,Female,6778.0
Magallanes,2024,25-29,Male,7413.0
Magallanes,2024,30-34,Female,7730.0
Magallanes,2024,30-34,Male,8167.0
Magallanes,2024,35-39,Female,7336.0
Magallanes,2024,35-39,Male,7629.0
Magallanes,2024,40-44,Female,6754.0
Magallanes,2024,40-44,Male,6964.0
Magallanes,2024,45-49,Female,6147.0
Magallanes,2024,45-49,Male,6397.0
Magallanes,2024,5-9,Female,5038.0
Magallanes,2024,5-9,Male,5216.0
Magallanes,2024,50-54,Female,5308.0
Magallanes,2024,50-54,Male,5515.0
Magallanes,2024,55-59,Female,5354.0
Magallanes,2024,55-59,Male,5354.0
Magallanes,2024,60-64,Female,5330.0
Magallanes,2024,60-64,Male,5263.0
Magallanes,2024,65-69,Female,4568.0
Magallanes,2024,65-69,Male,4647.0
Magallanes,2024,70-74,Female,3413.0
Magallanes,2024,70-74,Male,3424.0
Magallanes,2024,75-79,Female,2309.0
Magallanes,2024,75-79,Male,2095.0
Magallanes,2024,80+,Female,3397.0
Magallanes,2024,80+,Male,2301.0
Maule,2019,0-4,Female,34543.0
Maule,2019,0-4,Male,35818.0
Maule,2019,10-14,Female,36780.0
Maule,2019,10-14,Male,38427.0
Maule,2019,15-19,Female,37239.0
Maule,2019,15-19,Male,38547.0
Maule,2019,20-24,Female,38122.0
Maule,2019,20-24,Male,37743.0
Maule,2019,25-29,Female,42222.0
Maule,2019,25-29,Male,41333.0
Maule,2019,30-34,Female,40185.0
Maule,2019,30-34,Male,38673.0
Maule,2019,35-39,Female,39067.0
Maule,2019,35-39,Male,38030.0
Maule,2019,40-44,Female,39894.0
Maule,2019,40-44,Male,38769.0
Maule,2019,45-49,Female,37525.0
Maule,2019,45-49,Male,36227.0
Maule,2019,5-9,Female,36851.0
Maule,2019,5-9,Male,38266.0
Maule,2019,50-54,Female,38846.0
Maule,2019,50-54,Male,37505.0
Maule,2019,55-59,Female,35743.0
Maule,2019,55-59,Male,34733.0
Maule,2019,60-64,Female,31323.0
Maule,2019,60-64,Male,29803.0
Maule,2019,65-69,Female,26708.0
Maule,2019,65-69,Male,24459.0
Maule,2019,70-74,Female,19541.0
Maule,2019,70-74,Male,17297.0
Maule,2019,75-79,Female,14461.0
Maule,2019,75-79,Male,11686.0
Maule,2019,80+,Female,19801.0
Maule,2019,80+,Male,12780.0
Maule,2020,0-4,Female,33920.0
Maule,2020,0-4,Male,35161.0
Maule,2020,10-14,Female,37386.0
Maule,2020,10-14,Male,39028.0
Maule,2020,15-19,Female,36560.0
Maule,2020,15-19,Male,37861.0
Maule,2020,20-24,Female,37785.0
Maule,2020,20-24,Male,37546.0
Maule,2020,25-29,Female,42007.0
Maule,2020,25-29,Male,41207.0
Maule,2020,30-34,Female,41700.0
Maule,2020,30-34,Male,40115.0
Maule,2020,35-39,Female,39268.0
Maule,2020,35-39,Male,37989.0
Maule,2020,40-44,Female,39940.0
Maule,2020,40-44,Male,38719.0
Maule,2020,45-49,Female,38142.0
Maule,2020,45-49,Male,36878.0
Maule,2020,5-9,Female,37049.0
Maule,2020,5-9,Male,38490.0
Maule,2020,50-54,Female,38819.0
Maule,2020,50-54,Male,37347.0
Maule,2020,55-59,Female,36755.0
Maule,2020,55-59,Male,35641.0
Maule,2020,60-64,Female,32052.0
Maule,2020,60-64,Male,30508.0
Maule,2020,65-69,Female,28145.0
Maule,2020,65-69,Male,25713.0
Maule,2020,70-74,Female,20519.0
Maule,2020,70-74,Male,18198.0
Maule,2020,75-79,Female,15020.0
Maule,2020,75-79,Male,12257.0
Maule,2020,80+,Female,20772.0
Maule,2020,80+,Male,13442.0
Maule,2021,0-4,Female,33319.0
Maule,2021,0-4,Male,34514.0
Maule,2021,10-14,Female,37969.0
Maule,2021,10-14,Male,39619.0
Maule,2021,15-19,Female,35861.0
Maule,2021,15-19,Male,37139.0
Maule,2021,20-24,Female,37403.0
Maule,2021,20-24,Male,37284.0
Maule,2021,25-29,Female,41181.0
Maule,2021,25-29,Male,40521.0
Maule,2021,30-34,Female,43174.0
Maule,2021,30-34,Male,41650.0
Maule,2021,35-39,Female,39363.0
Maule,2021,35-39,Male,37855.0
Maule,2021,40-44,Female,39941.0
Maule,2021,40-44,Male,38579.0
Maule,2021,45-49,Female,39061.0
Maule,2021,45-49,Male,37757.0
Maule,2021,5-9,Female,37157.0
Maule,2021,5-9,Male,38613.0
Maule,2021,50-54,Female,38535.0
Maule,2021,50-54,Male,36942.0
Maule,2021,55-59,Female,37628.0
Maule,2021,55-59,Male,36371.0
Maule,2021,60-64,Female,32913.0
Maule,2021,60-64,Male,31314.0
Maule,2021,65-69,Female,29101.0
Maule,2021,65-69,Male,26597.0
Maule,2021,70-74,Female,21849.0
Maule,2021,70-74,Male,19319.0
Maule,2021,75-79,Female,15672.0
Maule,2021,75-79,Male,12914.0
Maule,2021,80+,Female,21763.0
Maule,2021,80+,Male,14134.0
Maule,2022,0-4,Female,32955.0
Maule,2022,0-4,Male,34114.0
Maule,2022,10-14,Female,38157.0
Maule,2022,10-14,Male,39804.0
Maule,2022,15-19,Female,35471.0
Maule,2022,15-19,Male,36735.0
Maule,2022,20-24,Female,36919.0
Maule,2022,20-24,Male,36877.0
Maule,2022,25-29,Female,40284.0
Maule,2022,25-29,Male,39823.0
Maule,2022,30-34,Female,44029.0
Maule,2022,30-34,Male,42661.0
Maule,2022,35-39,Female,39596.0
Maule,2022,35-39,Male,37888.0
Maule,2022,40-44,Female,40045.0
Maule,2022,40-44,Male,38468.0
Maule,2022,45-49,Female,39993.0
Maule,2022,45-49,Male,38615.0
Maule,2022,5-9,Female,37216.0
Maule,2022,5-9,Male,38672.0
Maule,2022,50-54,Female,38171.0
Maule,2022,50-54,Male,36500.0
Maule,2022,55-59,Female,38348.0
Maule,2022,55-59,Male,36904.0
Maule,2022,60-64,Female,33897.0
Maule,2022,60-64,Male,32224.0
Maule,2022,65-69,Female,29960.0
Maule,2022,65-69,Male,27382.0
Maule,2022,70-74,Female,23165.0
Maule,2022,70-74,Male,20411.0
Maule,2022,75-79,Female,16440.0
Maule,2022,75-79,Male,13674.0
Maule,2022,80+,Female,22785.0
Maule,2022,80+,Male,14860.0
Maule,2023,0-4,Female,32825.0
Maule,2023,0-4,Male,33973.0
Maule,2023,10-14,Female,38224.0
Maule,2023,10-14,Male,39872.0
Maule,2023,15-19,Female,35643.0
Maule,2023,15-19,Male,36887.0
Maule,2023,20-24,Female,36173.0
Maule,2023,20-24,Male,36198.0
Maule,2023,25-29,Female,39490.0
Maule,2023,25-29,Male,39231.0
Maule,2023,30-34,Female,44268.0
Maule,2023,30-34,Male,43083.0
Maule,2023,35-39,Female,40230.0
Maule,2023,35-39,Male,38258.0
Maule,2023,40-44,Female,40258.0
Maule,2023,40-44,Male,38636.0
Maule,2023,45-49,Female,40598.0
Maule,2023,45-49,Male,39070.0
Maule,2023,5-9,Female,36905.0
Maule,2023,5-9,Male,38327.0
Maule,2023,50-54,Female,37894.0
Maule,2023,50-54,Male,36200.0
Maule,2023,55-59,Female,38905.0
Maule,2023,55-59,Male,37231.0
Maule,2023,60-64,Female,34974.0
Maule,2023,60-64,Male,33222.0
Maule,2023,65-69,Female,30684.0
Maule,2023,65-69,Male,28060.0
Maule,2023,70-74,Female,24543.0
Maule,2023,70-74,Male,21565.0
Maule,2023,75-79,Female,17256.0
Maule,2023,75-79,Male,14406.0
Maule,2023,80+,Female,23875.0
Maule,2023,80+,Male,15677.0
Maule,2024,0-4,Female,32718.0
Maule,2024,0-4,Male,33867.0
Maule,2024,10-14,Female,38157.0
Maule,2024,10-14,Male,39804.0
Maule,2024,15-19,Female,36071.0
Maule,2024,15-19,Male,37313.0
Maule,2024,20-24,Female,35385.0
Maule,2024,20-24,Male,35440.0
Maule,2024,25-29,Female,38748.0
Maule,2024,25-29,Male,38687.0
Maule,2024,30-34,Female,43969.0
Maule,2024,30-34,Male,42975.0
Maule,2024,35-39,Female,41510.0
Maule,2024,35-39,Male,39385.0
Maule,2024,40-44,Female,40365.0
Maule,2024,40-44,Male,38609.0
Maule,2024,45-49,Female,40781.0
Maule,2024,45-49,Male,39119.0
Maule,2024,5-9,Female,36461.0
Maule,2024,5-9,Male,37825.0
Maule,2024,50-54,Female,38092.0
Maule,2024,50-54,Male,36383.0
Maule,2024,55-59,Female,39189.0
Maule,2024,55-59,Male,37292.0
Maule,2024,60-64,Female,35980.0
Maule,2024,60-64,Male,34122.0
Maule,2024,65-69,Female,31383.0
Maule,2024,65-69,Male,28742.0
Maule,2024,70-74,Female,25961.0
Maule,2024,70-74,Male,22743.0
Maule,2024,75-79,Female,18122.0
Maule,2024,75-79,Male,15168.0
Maule,2024,80+,Female,25042.0
Maule,2024,80+,Male,16574.0
Metropolitana,2019,0-4,Female,247366.0
Metropolitana,2019,0-4,Male,256618.0
Metropolitana,2019,10-14,Female,236222.0
Metropolitana,2019,10-14,Male,242702.0
Metropolitana,2019,15-19,Female,250195.0
Metropolitana,2019,15-19,Male,256502.0
Metropolitana,2019,20-24,Female,310722.0
Metropolitana,2019,20-24,Male,324760.0
Metropolitana,2019,25-29,Female,358687.0
Metropolitana,2019,25-29,Male,381013.0
Metropolitana,2019,30-34,Female,333018.0
Metropolitana,2019,30-34,Male,358570.0
Metropolitana,2019,35-39,Female,295296.0
Metropolitana,2019,35-39,Male,313297.0
Metropolitana,2019,40-44,Female,276504.0
Metropolitana,2019,40-44,Male,284342.0
Metropolitana,2019,45-49,Female,254375.0
Metropolitana,2019,45-49,Male,249798.0
Metropolitana,2019,5-9,Female,249199.0
Metropolitana,2019,5-9,Male,257212.0
Metropolitana,2019,50-54,Female,249809.0
Metropolitana,2019,50-54,Male,234811.0
Metropolitana,2019,55-59,Female,233892.0
Metropolitana,2019,55-59,Male,210577.0
Metropolitana,2019,60-64,Female,205099.0
Metropolitana,2019,60-64,Male,176747.0
Metropolitana,2019,65-69,Female,167681.0
Metropolitana,2019,65-69,Male,137982.0
Metropolitana,2019,70-74,Female,120690.0
Metropolitana,2019,70-74,Male,92704.0
Metropolitana,2019,75-79,Female,88319.0
Metropolitana,2019,75-79,Male,59829.0
Metropolitana,2019,80+,Female,134786.0
Metropolitana,2019,80+,Male,65875.0
Metropolitana,2020,0-4,Female,248384.0
Metropolitana,2020,0-4,Male,257492.0
Metropolitana,2020,10-14,Female,243167.0
Metropolitana,2020,10-14,Male,249664.0
Metropolitana,2020,15-19,Female,249017.0
Metropolitana,2020,15-19,Male,254842.0
Metropolitana,2020,20-24,Female,311588.0
Metropolitana,2020,20-24,Male,324627.0
Metropolitana,2020,25-29,Female,368763.0
Metropolitana,2020,25-29,Male,390544.0
Metropolitana,2020,30-34,Female,356568.0
Metropolitana,2020,30-34,Male,383412.0
Metropolitana,2020,35-39,Female,308336.0
Metropolitana,2020,35-39,Male,329251.0
Metropolitana,2020,40-44,Female,282350.0
Metropolitana,2020,40-44,Male,292158.0
Metropolitana,2020,45-49,Female,262160.0
Metropolitana,2020,45-49,Male,259443.0
Metropolitana,2020,5-9,Female,252752.0
Metropolitana,2020,5-9,Male,260711.0
Metropolitana,2020,50-54,Female,251248.0
Metropolitana,2020,50-54,Male,237416.0
Metropolitana,2020,55-59,Female,238774.0
Metropolitana,2020,55-59,Male,216063.0
Metropolitana,2020,60-64,Female,210103.0
Metropolitana,2020,60-64,Male,181942.0
Metropolitana,2020,65-69,Female,175344.0
Metropolitana,2020,65-69,Male,144347.0
Metropolitana,2020,70-74,Female,126043.0
Metropolitana,2020,70-74,Male,97624.0
Metropolitana,2020,75-79,Female,91357.0
Metropolitana,2020,75-79,Male,62525.0
Metropolitana,2020,80+,Female,138702.0
Metropolitana,2020,80+,Male,68355.0
Metropolitana,2021,0-4,Female,248927.0
Metropolitana,2021,0-4,Male,258027.0
Metropolitana,2021,10-14,Female,247830.0
Metropolitana,2021,10-14,Male,254385.0
Metropolitana,2021,15-19,Female,246288.0
Metropolitana,2021,15-19,Male,251728.0
Metropolitana,2021,20-24,Female,304415.0
Metropolitana,2021,20-24,Male,316441.0
Metropolitana,2021,25-29,Female,365632.0
Metropolitana,2021,25-29,Male,386370.0
Metropolitana,2021,30-34,Female,372742.0
Metropolitana,2021,30-34,Male,399993.0
Metropolitana,2021,35-39,Female,317413.0
Metropolitana,2021,35-39,Male,340924.0
Metropolitana,2021,40-44,Female,286116.0
Metropolitana,2021,40-44,Male,297890.0
Metropolitana,2021,45-49,Female,268421.0
Metropolitana,2021,45-49,Male,267988.0
Metropolitana,2021,5-9,Female,253808.0
Metropolitana,2021,5-9,Male,261890.0
Metropolitana,2021,50-54,Female,251323.0
Metropolitana,2021,50-54,Male,238931.0
Metropolitana,2021,55-59,Female,242170.0
Metropolitana,2021,55-59,Male,220376.0
Metropolitana,2021,60-64,Female,214590.0
Metropolitana,2021,60-64,Male,186896.0
Metropolitana,2021,65-69,Female,180625.0
Metropolitana,2021,65-69,Male,149347.0
Metropolitana,2021,70-74,Female,133276.0
Metropolitana,2021,70-74,Male,103555.0
Metropolitana,2021,75-79,Female,94919.0
Metropolitana,2021,75-79,Male,65574.0
Metropolitana,2021,80+,Female,142700.0
Metropolitana,2021,80+,Male,70949.0
Metropolitana,2022,0-4,Female,250818.0
Metropolitana,2022,0-4,Male,260027.0
Metropolitana,2022,10-14,Female,250111.0
Metropolitana,2022,10-14,Male,256713.0
Metropolitana,2022,15-19,Female,244671.0
Metropolitana,2022,15-19,Male,249819.0
Metropolitana,2022,20-24,Female,294012.0
Metropolitana,2022,20-24,Male,305244.0
Metropolitana,2022,25-29,Female,356786.0
Metropolitana,2022,25-29,Male,376274.0
Metropolitana,2022,30-34,Female,380904.0
Metropolitana,2022,30-34,Male,407945.0
Metropolitana,2022,35-39,Female,325006.0
Metropolitana,2022,35-39,Male,350551.0
Metropolitana,2022,40-44,Female,289586.0
Metropolitana,2022,40-44,Male,303532.0
Metropolitana,2022,45-49,Female,273226.0
Metropolitana,2022,45-49,Male,275230.0
Metropolitana,2022,5-9,Female,251861.0
Metropolitana,2022,5-9,Male,260063.0
Metropolitana,2022,50-54,Female,251161.0
Metropolitana,2022,50-54,Male,240450.0
Metropolitana,2022,55-59,Female,244644.0
Metropolitana,2022,55-59,Male,223966.0
Metropolitana,2022,60-64,Female,218629.0
Metropolitana,2022,60-64,Male,191595.0
Metropolitana,2022,65-69,Female,185451.0
Metropolitana,2022,65-69,Male,154037.0
Metropolitana,2022,70-74,Female,140445.0
Metropolitana,2022,70-74,Male,109561.0
Metropolitana,2022,75-79,Female,99182.0
Metropolitana,2022,75-79,Male,69096.0
Metropolitana,2022,80+,Female,146767.0
Metropolitana,2022,80+,Male,73621.0
Metropolitana,2023,0-4,Female,253288.0
Metropolitana,2023,0-4,Male,262682.0
Metropolitana,2023,10-14,Female,250278.0
Metropolitana,2023,10-14,Male,256889.0
Metropolitana,2023,15-19,Female,244923.0
Metropolitana,2023,15-19,Male,250066.0
Metropolitana,2023,20-24,Female,284432.0
Metropolitana,2023,20-24,Male,294917.0
Metropolitana,2023,25-29,Female,346267.0
Metropolitana,2023,25-29,Male,364479.0
Metropolitana,2023,30-34,Female,383583.0
Metropolitana,2023,30-34,Male,409889.0
Metropolitana,2023,35-39,Female,333629.0
Metropolitana,2023,35-39,Male,360784.0
Metropolitana,2023,40-44,Female,294160.0
Metropolitana,2023,40-44,Male,310291.0
Metropolitana,2023,45-49,Female,276432.0
Metropolitana,2023,45-49,Male,280920.0
Metropolitana,2023,5-9,Female,249212.0
Metropolitana,2023,5-9,Male,257485.0
Metropolitana,2023,50-54,Female,252055.0
Metropolitana,2023,50-54,Male,243147.0
Metropolitana,2023,55-59,Female,246196.0
Metropolitana,2023,55-59,Male,226973.0
Metropolitana,2023,60-64,Female,222702.0
Metropolitana,2023,60-64,Male,196220.0
Metropolitana,2023,65-69,Female,189934.0
Metropolitana,2023,65-69,Male,158574.0
Metropolitana,2023,70-74,Female,147676.0
Metropolitana,2023,70-74,Male,115536.0
Metropolitana,2023,75-79,Female,103708.0
Metropolitana,2023,75-79,Male,73013.0
Metropolitana,2023,80+,Female,151040.0
Metropolitana,2023,80+,Male,76410.0
Metropolitana,2024,0-4,Female,255080.0
Metropolitana,2024,0-4,Male,264633.0
Metropolitana,2024,10-14,Female,249950.0
Metropolitana,2024,10-14,Male,256589.0
Metropolitana,2024,15-19,Female,247234.0
Metropolitana,2024,15-19,Male,252465.0
Metropolitana,2024,20-24,Female,275887.0
Metropolitana,2024,20-24,Male,285760.0
Metropolitana,2024,25-29,Female,334703.0
Metropolitana,2024,25-29,Male,351640.0
Metropolitana,2024,30-34,Female,380680.0
Metropolitana,2024,30-34,Male,406011.0
Metropolitana,2024,35-39,Female,345116.0
Metropolitana,2024,35-39,Male,373234.0
Metropolitana,2024,40-44,Female,299773.0
Metropolitana,2024,40-44,Male,318443.0
Metropolitana,2024,45-49,Female,278371.0
Metropolitana,2024,45-49,Male,285062.0
Metropolitana,2024,5-9,Female,246342.0
Metropolitana,2024,5-9,Male,254656.0
Metropolitana,2024,50-54,Female,254388.0
Metropolitana,2024,50-54,Male,247540.0
Metropolitana,2024,55-59,Female,246554.0
Metropolitana,2024,55-59,Male,228879.0
Metropolitana,2024,60-64,Female,226775.0
Metropolitana,2024,60-64,Male,200973.0
Metropolitana,2024,65-69,Female,194288.0
Metropolitana,2024,65-69,Male,163082.0
Metropolitana,2024,70-74,Female,155358.0
Metropolitana,2024,70-74,Male,121786.0
Metropolitana,2024,75-79,Female,107812.0
Metropolitana,2024,75-79,Male,76680.0
Metropolitana,2024,80+,Female,155574.0
Metropolitana,2024,80+,Male,79411.0
O'Higgins,2019,0-4,Female,29638.0
O'Higgins,2019,0-4,Male,30883.0
O'Higgins,2019,10-14,Female,32788.0
O'Higgins,2019,10-14,Male,34272.0
O'Higgins,2019,15-19,Female,31297.0
O'Higgins,2019,15-19,Male,32801.0
O'Higgins,2019,20-24,Female,29359.0
O'Higgins,2019,20-24,Male,30994.0
O'Higgins,2019,25-29,Female,35448.0
O'Higgins,2019,25-29,Male,36953.0
O'Higgins,2019,30-34,Female,35533.0
O'Higgins,2019,30-34,Male,35874.0
O'Higgins,2019,35-39,Female,34573.0
O'Higgins,2019,35-39,Male,35744.0
O'Higgins,2019,40-44,Female,35141.0
O'Higgins,2019,40-44,Male,35845.0
O'Higgins,2019,45-49,Female,33152.0
O'Higgins,2019,45-49,Male,33494.0
O'Higgins,2019,5-9,Female,32858.0
O'Higgins,2019,5-9,Male,34242.0
O'Higgins,2019,50-54,Female,33472.0
O'Higgins,2019,50-54,Male,33769.0
O'Higgins,2019,55-59,Female,31057.0
O'Higgins,2019,55-59,Male,31018.0
O'Higgins,2019,60-64,Female,27102.0
O'Higgins,2019,60-64,Male,26334.0
O'Higgins,2019,65-69,Female,22349.0
O'Higgins,2019,65-69,Male,20838.0
O'Higgins,2019,70-74,Female,16469.0
O'Higgins,2019,70-74,Male,14974.0
O'Higgins,2019,75-79,Female,11950.0
O'Higgins,2019,75-79,Male,10158.0
O'Higgins,2019,80+,Female,17020.0
O'Higgins,2019,80+,Male,11469.0
O'Higgins,2020,0-4,Female,29171.0
O'Higgins,2020,0-4,Male,30382.0
O'Higgins,2020,10-14,Female,33361.0
O'Higgins,2020,10-14,Male,34862.0
O'Higgins,2020,15-19,Female,30753.0
O'Higgins,2020,15-19,Male,32209.0
O'Higgins,2020,20-24,Female,29063.0
O'Higgins,2020,20-24,Male,30703.0
O'Higgins,2020,25-29,Female,35197.0
O'Higgins,2020,25-29,Male,36729.0
O'Higgins,2020,30-34,Female,37150.0
O'Higgins,2020,30-34,Male,37428.0
O'Higgins,2020,35-39,Female,34801.0
O'Higgins,2020,35-39,Male,35767.0
O'Higgins,2020,40-44,Female,35241.0
O'Higgins,2020,40-44,Male,36057.0
O'Higgins,2020,45-49,Female,33664.0
O'Higgins,2020,45-49,Male,34063.0
O'Higgins,2020,5-9,Female,32711.0
O'Higgins,2020,5-9,Male,34083.0
O'Higgins,2020,50-54,Female,33581.0
O'Higgins,2020,50-54,Male,33989.0
O'Higgins,2020,55-59,Female,31808.0
O'Higgins,2020,55-59,Male,31764.0
O'Higgins,2020,60-64,Female,27906.0
O'Higgins,2020,60-64,Male,27247.0
O'Higgins,2020,65-69,Female,23379.0
O'Higgins,2020,65-69,Male,21833.0
O'Higgins,2020,70-74,Female,17354.0
O'Higgins,2020,70-74,Male,15826.0
O'Higgins,2020,75-79,Female,12472.0
O'Higgins,2020,75-79,Male,10674.0
O'Higgins,2020,80+,Female,17777.0
O'Higgins,2020,80+,Male,12058.0
O'Higgins,2021,0-4,Female,28592.0
O'Higgins,2021,0-4,Male,29775.0
O'Higgins,2021,10-14,Female,33889.0
O'Higgins,2021,10-14,Male,35418.0
O'Higgins,2021,15-19,Female,30144.0
O'Higgins,2021,15-19,Male,31566.0
O'Higgins,2021,20-24,Female,28583.0
O'Higgins,2021,20-24,Male,30207.0
O'Higgins,2021,25-29,Female,34452.0
O'Higgins,2021,25-29,Male,36007.0
O'Higgins,2021,30-34,Female,38625.0
O'Higgins,2021,30-34,Male,38943.0
O'Higgins,2021,35-39,Female,34942.0
O'Higgins,2021,35-39,Male,35633.0
O'Higgins,2021,40-44,Female,35227.0
O'Higgins,2021,40-44,Male,36186.0
O'Higgins,2021,45-49,Female,34433.0
O'Higgins,2021,45-49,Male,34864.0
O'Higgins,2021,5-9,Female,32636.0
O'Higgins,2021,5-9,Male,34006.0
O'Higgins,2021,50-54,Female,33467.0
O'Higgins,2021,50-54,Male,33979.0
O'Higgins,2021,55-59,Female,32475.0
O'Higgins,2021,55-59,Male,32388.0
O'Higgins,2021,60-64,Female,28707.0
O'Higgins,2021,60-64,Male,28128.0
O'Higgins,2021,65-69,Female,24308.0
O'Higgins,2021,65-69,Male,22770.0
O'Higgins,2021,70-74,Female,18327.0
O'Higgins,2021,70-74,Male,16720.0
O'Higgins,2021,75-79,Female,13051.0
O'Higgins,2021,75-79,Male,11247.0
O'Higgins,2021,80+,Female,18573.0
O'Higgins,2021,80+,Male,12691.0
O'Higgins,2022,0-4,Female,28287.0
O'Higgins,2022,0-4,Male,29458.0
O'Higgins,2022,10-14,Female,34203.0
O'Higgins,2022,10-14,Male,35750.0
O'Higgins,2022,15-19,Female,29736.0
O'Higgins,2022,15-19,Male,31171.0
O'Higgins,2022,20-24,Female,27975.0
O'Higgins,2022,20-24,Male,29533.0
O'Higgins,2022,25-29,Female,33722.0
O'Higgins,2022,25-29,Male,35293.0
O'Higgins,2022,30-34,Female,39402.0
O'Higgins,2022,30-34,Male,39805.0
O'Higgins,2022,35-39,Female,35321.0
O'Higgins,2022,35-39,Male,35714.0
O'Higgins,2022,40-44,Female,35337.0
O'Higgins,2022,40-44,Male,36455.0
O'Higgins,2022,45-49,Female,35105.0
O'Higgins,2022,45-49,Male,35605.0
O'Higgins,2022,5-9,Female,32286.0
O'Higgins,2022,5-9,Male,33649.0
O'Higgins,2022,50-54,Female,33308.0
O'Higgins,2022,50-54,Male,33820.0
O'Higgins,2022,55-59,Female,33006.0
O'Higgins,2022,55-59,Male,32898.0
O'Higgins,2022,60-64,Female,29512.0
O'Higgins,2022,60-64,Male,28984.0
O'Higgins,2022,65-69,Female,25176.0
O'Higgins,2022,65-69,Male,23674.0
O'Higgins,2022,70-74,Female,19353.0
O'Higgins,2022,70-74,Male,17653.0
O'Higgins,2022,75-79,Female,13703.0
O'Higgins,2022,75-79,Male,11881.0
O'Higgins,2022,80+,Female,19409.0
O'Higgins,2022,80+,Male,13368.0
O'Higgins,2023,0-4,Female,28168.0
O'Higgins,2023,0-4,Male,29344.0
O'Higgins,2023,10-14,Female,34132.0
O'Higgins,2023,10-14,Male,35682.0
O'Higgins,2023,15-19,Female,29936.0
O'Higgins,2023,15-19,Male,31380.0
O'Higgins,2023,20-24,Female,27135.0
O'Higgins,2023,20-24,Male,28657.0
O'Higgins,2023,25-29,Female,33074.0
O'Higgins,2023,25-29,Male,34660.0
O'Higgins,2023,30-34,Female,39498.0
O'Higgins,2023,30-34,Male,39968.0
O'Higgins,2023,35-39,Female,36095.0
O'Higgins,2023,35-39,Male,36273.0
O'Higgins,2023,40-44,Female,35568.0
O'Higgins,2023,40-44,Male,36764.0
O'Higgins,2023,45-49,Female,35571.0
O'Higgins,2023,45-49,Male,36194.0
O'Higgins,2023,5-9,Female,31793.0
O'Higgins,2023,5-9,Male,33135.0
O'Higgins,2023,50-54,Female,33226.0
O'Higgins,2023,50-54,Male,33665.0
O'Higgins,2023,55-59,Female,33373.0
O'Higgins,2023,55-59,Male,33319.0
O'Higgins,2023,60-64,Female,30292.0
O'Higgins,2023,60-64,Male,29762.0
O'Higgins,2023,65-69,Female,26030.0
O'Higgins,2023,65-69,Male,24595.0
O'Higgins,2023,70-74,Female,20414.0
O'Higgins,2023,70-74,Male,18611.0
O'Higgins,2023,75-79,Female,14426.0
O'Higgins,2023,75-79,Male,12568.0
O'Higgins,2023,80+,Female,20298.0
O'Higgins,2023,80+,Male,14095.0
O'Higgins,2024,0-4,Female,28061.0
O'Higgins,2024,0-4,Male,29244.0
O'Higgins,2024,10-14,Female,33878.0
O'Higgins,2024,10-14,Male,35412.0
O'Higgins,2024,15-19,Female,30329.0
O'Higgins,2024,15-19,Male,31806.0
O'Higgins,2024,20-24,Female,26375.0
O'Higgins,2024,20-24,Male,27839.0
O'Higgins,2024,25-29,Female,32400.0
O'Higgins,2024,25-29,Male,34003.0
O'Higgins,2024,30-34,Female,39048.0
O'Higgins,2024,30-34,Male,39584.0
O'Higgins,2024,35-39,Female,37366.0
O'Higgins,2024,35-39,Male,37425.0
O'Higgins,2024,40-44,Female,35756.0
O'Higgins,2024,40-44,Male,36902.0
O'Higgins,2024,45-49,Female,35700.0
O'Higgins,2024,45-49,Male,36521.0
O'Higgins,2024,5-9,Female,31300.0
O'Higgins,2024,5-9,Male,32622.0
O'Higgins,2024,50-54,Female,33457.0
O'Higgins,2024,50-54,Male,33794.0
O'Higgins,2024,55-59,Female,33612.0
O'Higgins,2024,55-59,Male,33663.0
O'Higgins,2024,60-64,Female,31053.0
O'Higgins,2024,60-64,Male,30465.0
O'Higgins,2024,65-69,Female,26831.0
O'Higgins,2024,65-69,Male,25469.0
O'Higgins,2024,70-74,Female,21478.0
O'Higgins,2024,70-74,Male,19572.0
O'Higgins,2024,75-79,Female,15186.0
O'Higgins,2024,75-79,Male,13288.0
O'Higgins,2024,80+,Female,21259.0
O'Higgins,2024,80+,Male,14888.0
Tarapacá,2019,0-4,Female,13920.0
Tarapacá,2019,0-4,Male,14504.0
Tarapacá,2019,10-14,Female,13184.0
Tarapacá,2019,10-14,Male,13578.0
Tarapacá,2019,15-19,Female,12481.0
Tarapacá,2019,15-19,Male,13205.0
Tarapacá,2019,20-24,Female,14696.0
Tarapacá,2019,20-24,Male,15439.0
Tarapacá,2019,25-29,Female,17127.0
Tarapacá,2019,25-29,Male,17741.0
Tarapacá,2019,30-34,Female,15755.0
Tarapacá,2019,30-34,Male,16549.0
Tarapacá,2019,35-39,Female,14347.0
Tarapacá,2019,35-39,Male,14972.0
Tarapacá,2019,40-44,Female,12462.0
Tarapacá,2019,40-44,Male,13270.0
